<PorterStemmer>
33.50181579589844
         51751046 function calls (51737076 primitive calls) in 33.900 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _split.py:1498(RepeatedStratifiedKFold)
        1    0.000    0.000    0.000    0.000 earleychart.py:126(FeatureIncrementalChart)
        1    0.000    0.000    0.000    0.000 odepack.py:11(ODEintWarning)
        1    0.000    0.000    0.000    0.000 stats.py:3881(PearsonRNearConstantInputWarning)
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 nombank.py:350(NombankSplitTreePointer)
        1    0.000    0.000    0.000    0.000 senseval.py:68(SensevalCorpusView)
        1    0.000    0.000    0.000    0.000 idl.py:145(Pointer)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:124(ZNDArrayWrapper)
        1    0.000    0.000    0.000    0.000 logic.py:1516(FunctionVariableExpression)
        1    0.000    0.000    0.000    0.000 pydoc.py:1548(_PlainTextDoc)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1791(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 utils.py:1922(IgnoreException)
        1    0.000    0.000    0.000    0.000 decorators.py:107(skipif)
        1    0.000    0.000    0.000    0.000 linearlogic.py:159(ConstantExpression)
        1    0.000    0.000    0.000    0.000 linesearch.py:23(LineSearchWarning)
        1    0.000    0.000    0.000    0.000 parse.py:340(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 reviews.py:128(ReviewLine)
        1    0.000    0.000    0.000    0.000 _arff.py:591(LODGeneratorData)
        1    0.000    0.000    0.000    0.000 regexp.py:183(WordPunctTokenizer)
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        1    0.000    0.000    0.000    0.000 babelfish.py:1(<module>)
        1    0.000    0.000    0.000    0.000 snowball.py:116(_LanguageSpecificStemmer)
        1    0.000    0.000    0.000    0.000 _ridge.py:1346(_IdentityRegressor)
        1    0.000    0.000    0.000    0.000 _split.py:115(LeaveOneOut)
        1    0.000    0.000    0.000    0.000 maxent.py:1501(TadmMaxentClassifier)
        1    0.000    0.000    0.000    0.000 simple.py:68(CharTokenizer)
        1    0.000    0.000    0.000    0.000 featstruct.py:1899(FeatureValueSet)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 request.py:1640(DataHandler)
        1    0.000    0.000    0.000    0.000 _quadrature.py:48(AccuracyWarning)
        1    0.000    0.000    0.000    0.000 argparse.py:674(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:967(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:359(_unspecified)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:370(writable)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1938(AnyU)
        1    0.000    0.000    0.000    0.000 models.py:122(AbsoluteDiscountingInterpolated)
        2    0.000    0.000    0.000    0.000 sysconfig.py:184(_get_default_scheme)
        1    0.000    0.000    0.000    0.000 _scorer.py:229(_PredictScorer)
        1    0.000    0.000    0.000    0.000 pool.py:57(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 memory.py:63(JobLibCollisionWarning)
        1    0.000    0.000    0.000    0.000 handler.py:208(DTDHandler)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3006(Keep)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3847(StartOfString)
        1    0.000    0.000    0.000    0.000 featstruct.py:1469(_UnificationFailureError)
        1    0.000    0.000    0.000    0.000 client.py:1487(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 nonlin.py:131(NoConvergence)
        1    0.000    0.000    0.000    0.000 argparse.py:685(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 optimize.py:985(_LineSearchError)
        1    0.000    0.000    0.000    0.000 sf_error.py:13(SpecialFunctionError)
        1    0.000    0.000    0.000    0.000 __init__.py:254(c_wchar_p)
        1    0.000    0.000    0.000    0.000 parse.py:329(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:353(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 probability.py:2194(ConditionalProbDist)
        1    0.000    0.000    0.000    0.000 _common.py:591(deprecated_method)
        1    0.000    0.000    0.000    0.000 framenet.py:766(FramenetError)
        1    0.000    0.000    0.000    0.000 wordlist.py:13(WordListCorpusReader)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:168(Token)
        1    0.000    0.000    0.000    0.000 _split.py:2209(_CVIterableWrapper)
        1    0.000    0.000    0.000    0.000 data.py:364(GzipFileSystemPathPointer)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-4>:1(<module>)
        1    0.000    0.000    0.000    0.000 {function _typedict.__getitem__ at 0x7f4aaaa6eca0}
        1    0.000    0.000    0.000    0.000 metrics.py:11(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:266(TarError)
        1    0.000    0.000    0.000    0.000 util.py:147(TestGrammar)
        1    0.000    0.000    0.000    0.000 corenlp.py:546(CoreNLPDependencyParser)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 regexp.py:803(ChunkRuleWithContext)
        1    0.000    0.000    0.000    0.000 phrase_based.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _arff.py:366(BadNominalValue)
        1    0.000    0.000    0.000    0.000 texttiling.py:379(TokenTableField)
        2    0.000    0.000    0.000    0.000 _regex_core.py:2832(can_be_affix)
        1    0.000    0.000    0.000    0.000 prover9.py:389(Prover9Exception)
        1    0.000    0.000    0.000    0.000 optimize.py:141(OptimizeWarning)
        1    0.000    0.000    0.000    0.000 <decorator-gen-0>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 downloader.py:349(FinishCollectionMessage)
        1    0.000    0.000    0.000    0.000 opinion_lexicon.py:35(IgnoreReadmeCorpusView)
        1    0.000    0.000    0.000    0.000 aligned.py:114(AlignedSentCorpusView)
        1    0.000    0.000    0.000    0.000 framenet.py:1000(PrettyLazyMap)
        1    0.000    0.000    0.000    0.000 rte.py:111(RTECorpusReader)
        1    0.000    0.000    0.000    0.000 _arff.py:391(BadStringValue)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:560(NonprojectiveDependencyParser)
        1    0.000    0.000    0.000    0.000 earleychart.py:193(CompleterRule)
        1    0.000    0.000    0.000    0.000 pchart.py:50(ProbabilisticLeafEdge)
        1    0.000    0.000    0.000    0.000 chart.py:1478(TopDownChartParser)
        3    0.000    0.000    0.000    0.000 version.py:455(_parse_local_version)
        1    0.000    0.000    0.000    0.000 connection.py:770(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3010(LazyRepeat)
        1    0.000    0.000    0.000    0.000 collections.py:529(LazyEnumerate)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 extras.py:283(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 __init__.py:188(c_uint)
        1    0.000    0.000    0.000    0.000 pathlib.py:394(_Accessor)
        1    0.000    0.000    0.000    0.000 shutil.py:85(RegistryError)
        1    0.000    0.000    0.000    0.000 subprocess.py:105(SubprocessError)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 indian.py:72(IndianCorpusView)
        1    0.000    0.000    0.000    0.000 _base.py:449(SparseCoefMixin)
        1    0.000    0.000    0.000    0.000 earleychart.py:451(FeatureIncrementalChartParser)
        1    0.000    0.000    0.000    0.000 process.py:118(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 context.py:301(ForkServerContext)
        1    0.000    0.000    0.000    0.000 regexp.py:156(WhitespaceTokenizer)
        1    0.000    0.000    0.000    0.000 {built-in method regex._regex.get_code_size}
        1    0.000    0.000    0.000    0.000 _bvp.py:514(BVPResult)
        1    0.000    0.000    0.000    0.000 shutil.py:79(ExecError)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 base.py:934(MultiOutputMixin)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2621(EndOfLine)
        1    0.000    0.000    0.000    0.000 client.py:1443(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 linearlogic.py:455(VariableBindingException)
        1    0.000    0.000    0.000    0.000 combinator.py:278(UndirectedTypeRaise)
        1    0.000    0.000    0.000    0.000 chart.py:1218(BottomUpPredictCombineRule)
        1    0.000    0.000    0.000    0.000 argparse.py:766(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 __init__.py:175(c_ulong)
        1    0.000    0.000    0.000    0.000 pathlib.py:518(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 chart.py:200(__init__)
        1    0.000    0.000    0.000    0.000 snowball.py:174(_ScandinavianStemmer)
        1    0.000    0.000    0.000    0.000 chasen.py:70(ChasenCorpusView)
        1    0.000    0.000    0.000    0.000 process_executor.py:907(BrokenProcessPool)
        1    0.000    0.000    0.000    0.000 base.py:941(_UnstableArchMixin)
        1    0.000    0.000    0.000    0.000 zipfile.py:614(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 client.py:1475(BadStatusLine)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 argparse.py:984(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 _pep440.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
        1    0.000    0.000    0.000    0.000 propbank.py:318(PropbankPointer)
        1    0.000    0.000    0.000    0.000 _deprecated_my_exceptions.py:39(TransportableException)
        1    0.000    0.000    0.000    0.000 context.py:279(SpawnProcess)
        1    0.000    0.000    0.000    0.000 process.py:343(AuthenticationString)
        1    0.000    0.000    0.000    0.000 reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 _internal.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 _compression.py:150(tell)
        1    0.000    0.000    0.000    0.000 downloader.py:356(StartPackageMessage)
        1    0.000    0.000    0.000    0.000 _fortran.py:13(FortranEOFError)
        1    0.000    0.000    0.000    0.000 miobase.py:17(MatReadError)
        1    0.000    0.000    0.000    0.000 _arff.py:386(BadNumericalValue)
        1    0.000    0.000    0.000    0.000 chart.py:1199(BottomUpPredictRule)
        1    0.000    0.000    0.000    0.000 process.py:144(_ResultItem)
        1    0.000    0.000    0.000    0.000 synchronize.py:142(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 featstruct.py:2067(SlashFeature)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 client.py:1427(HTTPException)
        1    0.000    0.000    0.000    0.000 regexp.py:663(ExpandLeftRule)
        1    0.000    0.000    0.000    0.000 stats.py:3445(F_onewayBadInputSizesWarning)
        1    0.000    0.000    0.000    0.000 extras.py:296(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_char)
        1    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 downloader.py:342(StartCollectionMessage)
        1    0.000    0.000    0.000    0.000 nombank.py:311(NombankPointer)
        1    0.000    0.000    0.000    0.000 _arff.py:349(BadAttributeType)
        1    0.000    0.000    0.000    0.000 __init__.py:61(__dir__)
        1    0.000    0.000    0.000    0.000 core.py:825(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:422(ConverterError)
        1    0.000    0.000    0.000    0.000 __init__.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 parse.py:334(ParseResult)
        1    0.000    0.000    0.000    0.000 probability.py:2268(DictionaryConditionalProbDist)
        1    0.000    0.000    0.000    0.000 gzip.py:367(readable)
        1    0.000    0.000    0.000    0.000 contextlib.py:63(_recreate_cm)
        1    0.000    0.000    0.000    0.000 wordlist.py:144(MWAPPDBCorpusReader)
        1    0.000    0.000    0.000    0.000 simple.py:42(SpaceTokenizer)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        1    0.000    0.000    0.000    0.000 extras.py:321(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 snowball.py:217(_StandardStemmer)
        1    0.000    0.000    0.000    0.000 _arff.py:354(BadAttributeName)
        1    0.000    0.000    0.000    0.000 tarfile.py:275(CompressionError)
        1    0.000    0.000    0.000    0.000 earleychart.py:201(ScannerRule)
        1    0.000    0.000    0.000    0.000 erroranalysis.py:13(<module>)
        1    0.000    0.000    0.000    0.000 logic.py:919(SubstituteBindingsI)
        1    0.000    0.000    0.000    0.000 regexp.py:439(StripRule)
        1    0.000    0.000    0.000    0.000 decorator.py:46(get_init)
        1    0.000    0.000    0.000    0.000 chart.py:216(BackwardTypeRaiseRule)
        1    0.000    0.000    0.000    0.000 tarfile.py:269(ExtractError)
        1    0.000    0.000    0.000    0.000 optimize.py:23(_LineSearchError)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2799(GraphemeBoundary)
        1    0.000    0.000    0.000    0.000 ivp.py:24(OdeResult)
        1    0.000    0.000    0.000    0.000 regexp.py:594(SplitRule)
        1    0.000    0.000    0.000    0.000 __init__.py:259(c_wchar)
        1    0.000    0.000    0.000    0.000 typing.py:1831(<listcomp>)
        1    0.000    0.000    0.000    0.000 ycoe.py:134(YCOEParseCorpusReader)
        1    0.000    0.000    0.000    0.000 conll.py:561(ConllChunkCorpusReader)
        1    0.000    0.000    0.000    0.000 earleychart.py:238(FeatureCompleterRule)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 context.py:345(LokyInitMainContext)
        1    0.000    0.000    0.000    0.000 logic.py:872(InconsistentTypeHierarchyException)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        3    0.000    0.000    0.000    0.000 argparse.py:1738(identity)
        1    0.000    0.000    0.000    0.000 tableau.py:412(TableauProverCommand)
        1    0.000    0.000    0.000    0.000 regexp.py:484(UnChunkRule)
